,smiles
1363,[CH:1]#[C:2]/[CH:3]=[CH:4]/[CH2:5][CH2:6][CH2:7][CH2:8][CH3:9]
1364,[CH3:7][C@@H:8]1[CH2:9][CH2:10][C@@H:11]2[CH2:12][CH2:13][CH2:14][C@@H:15]2[CH2:16]1
1365,[NH2:1][n:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][c:8][c:9]2[n:10]1
1366,[O:11]=[C:12]1[CH2:13][CH2:14][CH2:15][O:16][N:17]1
1367,[CH3:1][O:2][C:3](=[O:4])[C@H:5]1[NH:6][C@H:7]1[CH:8]([CH3:9])[CH3:10]
1368,[CH3:8][C:9]1([CH2:10][C:11](=[O:12])[OH:13])[N:14]=[N:15]1
1369,[CH2:9]=[C:10]1[CH2:11][O:12][C:13]([O:14][CH3:15])([O:16][CH3:17])[O:18]1
1370,[CH3:1][c:2]1[cH:3][c:4]([CH2:5][CH2:6][NH2:7])[cH:8][cH:9][n:10]1
1371,[CH3:10][C:11]1=[C:12]([CH:13]=[O:14])[CH2:15][CH2:16][C@H:17]([OH:18])[CH2:19]1
1372,[CH3:1][C:2](=[O:3])[C@:4]1([CH3:5])[O:6][CH:7][C:8]1([CH3:9])[CH3:10]
1373,[CH3:1][c:2]1[c:3]([NH2:4])[cH:5][cH:6][n:7][c:8]1[CH:9]=[O:10]
1374,[O:1]=[c:2]1[nH:3][n:4][c:5]2[cH:6][cH:7][cH:8][cH:9][n:10]12
1375,[cH:1]1[cH:2][n:3]2[cH:4][cH:5][nH:6][c:7]2[n:8]1
1376,[CH3:10][C@@H:11]1[CH2:12][N:13]([CH2:14][CH2:15][OH:16])[C:17]1=[O:18]
1377,[CH3:1][CH2:2][N:3][NH:4][C:5](=[O:6])[O:7][CH3:8]
1378,[CH2:1]=[C:2]1[CH2:3][C:4]2=[C:5]([CH2:6][CH2:7][CH2:8]2)[CH2:9]1
1379,[CH3:1][C@:2]1([OH:3])[CH2:4][C@@H:5]2[CH2:6][CH2:7][CH2:8][CH:9][C@H:10]12
1380,[CH3:1][C:2]([CH3:3])([NH:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1
1381,[CH3:10]/[CH:11]=[C:12]1/[CH:13]=[CH:14][CH:15]=[CH:16][N:17]1[CH3:18]
1382,[CH2:11]1[CH:12]2[CH2:13][CH:14]3[CH:15]1[CH:16]3[CH2:17]2
1383,[CH3:9][C@@H:10]([O:11][CH3:12])[CH:13]([O:14][CH3:15])[O:16][CH3:17]
1384,[N:1]#[C:2][C@@H:3]1[CH2:4][CH2:5][CH2:6][CH2:7][C:8](=[O:9])[NH:10]1
1385,[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][C:6]=[CH:7][C:8]1=[O:9]
1386,[CH3:1][CH2:2][C:3]1=[C:4]([CH2:5])[C:6](=[O:7])[CH2:8][CH2:9][CH2:10]1
1387,[CH2:1][O:2][C:3](=[O:4])[C@H:5]([CH3:6])[CH2:7][CH2:8][C:9]#[N:10]
1388,[CH3:11][n:12]1[c:13]([CH3:14])[n:15][n:16]([CH3:17])[c:18]1=[O:19]
1389,[CH3:1][CH2:2][CH2:3][CH2:4][C:5]1=[CH:6][C:7](=[O:8])[CH2:9]1
1390,[CH3:1][c:2]1[n:3][c:4]2[cH:5][cH:6][cH:7][n:8][c:9]2[o:10]1
1391,[CH3:1]/[CH:2]=[C:3](\[CH3:4])[C@H:5]([CH3:6])[CH:7]=[O:8]
1392,[CH2:1][CH2:2][c:3]1[n:4][cH:5][cH:6][n:7]1[OH:8]
1393,[CH3:1][C@:2]12[CH:3][O:4][C@:5]13[CH2:6][CH2:7][CH2:8][C@@H:9]3[O:10]2
1394,[NH2:1][C@@H:2]1[CH:3]=[CH:4][C:5](=[O:6])[N:7]=[N:8]1
1395,[CH3:1][CH:2][C:3]#[C:4][C@H:5]([OH:6])[C:7]([CH3:8])=[O:9]
1396,[CH2:1][O:2][N:3]([CH3:4])[C:5](=[O:6])[CH2:7][CH:8]1[CH2:9][CH2:10]1
1397,[CH3:1]/[CH:2]=[C:3]1/[O:4][C:5](=[O:6])[C:7]([OH:8])=[C:9]1[CH3:10]
1398,[CH3:1][CH2:2][O:3]/[C:4]([O:5])=[CH:6]/[C:7]#[N:8]
1399,[CH3:9][C@H:10]([NH:11])[c:12]1[n:13][cH:14][cH:15][o:16]1
1400,[CH3:1][O:2][C@H:3]([CH2:4][NH2:5])[CH2:6][CH:7]([CH3:8])[CH3:9]
1401,[O:11]=[CH:12][O:13][CH:14][C@H:15]([CH2:16][OH:17])[O:18][CH:19]=[O:20]
1402,[CH2:1][CH:2]=[C:3]=[CH:4]/[CH:5]=[CH:6]/[CH3:7]
1403,[CH3:1][O:2][c:3]1[c:4][c:5]([C:6]([CH3:7])=[O:8])[o:9][n:10]1
1404,[CH3:11][C:12]([C:13]#[N:14])[C:15]([CH3:16])([CH3:17])[CH3:18]
1405,[CH:1]=[C:2]([OH:3])[N:4]([CH2:5][CH3:6])[CH2:7][CH3:8]
1406,[CH3:9][c:10]1[n:11][cH:12][o:13][c:14]1[CH2:15][OH:16]
1407,[CH3:1][CH2:2][C@H:3]([CH3:4])[C@@H:5]1[CH2:6][C:7](=[O:8])[NH:9]1
1408,[CH3:1][c:2]1[cH:3][n:4][c:5]([NH2:6])[cH:7][c:8]1[NH:9]
1409,[CH3:1][C@@H:2]1[O:3][CH2:4][CH:5][C@@H:6]1[OH:7]
1410,[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[O:7][CH2:8][CH2:9]1
1411,[CH3:11][C:12](=[O:13])[C@H:14]([NH2:15])[CH2:16][CH2:17][OH:18]
1412,[NH2:11][c:12]1[cH:13][cH:14][c:15]([NH2:16])[c:17]([CH2:18][OH:19])[cH:20]1
1413,[CH3:11][c:12]1[cH:13][cH:14][cH:15][c:16]([CH:17]([OH:18])[OH:19])[cH:20]1
1414,[OH:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1
1415,[CH2:1][n:2]1[cH:3][cH:4][n:5][c:6]([NH2:7])[c:8]1=[O:9]
1416,[CH3:1][C@@:2]1([OH:3])[CH2:4][CH2:5][NH:6][C:7]1[C:8](=[O:9])[OH:10]
1417,[CH3:8][CH2:9][NH:10][CH:11][CH2:12][CH2:13][CH2:14][NH2:15]
1418,[CH3:1][O:2][CH2:3][CH2:4][N:5]([CH3:6])[CH2:7][C:8](=[O:9])[OH:10]
1419,[O:9]=[C:10]1[CH2:11][C:12]([OH:13])[CH2:14][C:15](=[O:16])[O:17]1
1420,[N:1]#[C:2][C:3]1[CH2:4][CH2:5][C@@H:6]([C:7]#[N:8])[CH2:9]1
1421,[CH3:1][CH2:2][CH2:3][C@@H:4]1[NH:5][N:6]=[CH:7][C@@H:8]1[CH2:9][CH3:10]
1422,[CH2:1][O:2][n:3]1[cH:4][cH:5][n:6]2[n:7][n:8][cH:9][c:10]12
1423,[CH3:10][N:11]1[CH2:12][C@H:13]([OH:14])[CH2:15][C@@H:16]1[CH2:17][NH2:18]
1424,[CH3:1][CH2:2][C@@H:3]1[O:4][C:5]([CH3:6])[C:7](=[O:8])[C@@H:9]1[OH:10]
1425,[CH2:1]=[C:2]1[CH:3]=[CH:4][CH:5]=[CH:6][N:7]1
1426,[CH2:1][C@H:2]([C:3]#[N:4])[NH:5][OH:6]
1427,[O:1]=[C:2]1[CH2:3][C:4]2[CH2:5][CH2:6][C@@H:7]2[NH:8]1
1428,[CH3:1][CH2:2][CH2:3][C:4]([OH:5])[N:6]1[CH2:7][CH2:8]1
1429,[CH2:11][N:12]([CH3:13])[C:14]([CH3:15])([CH3:16])[NH2:17]
1430,[CH3:1][CH2:2][C@H:3]([OH:4])[C@@H:5]1[CH2:6][CH2:7][CH2:8][C:9]1=[O:10]
1431,[O:11]/[CH:12]=[C:13](/[OH:14])[C@H:15]([OH:16])[C@H:17]([OH:18])[CH2:19][OH:20]
1432,[CH3:11][O:12][C:13](=[O:14])[C:15]1=[N:16][O:17][CH2:18][CH:19]1
1433,[NH2:1][CH2:2][C@@H:3]1[CH2:4][CH2:5][CH2:6][CH2:7][C@@H:8]1[OH:9]
1434,[CH2:1][O:2][C@@H:3]1[CH2:4][C@@H:5]1[C:6](=[O:7])[OH:8]
1435,[CH2:11]=[CH:12][CH2:13][CH2:14][CH2:15][CH2:16][C:17](=[O:18])[O:19][OH:20]
1436,[CH2:1]=[CH:2][C@H:3]([CH3:4])[N:5]([CH3:6])[CH3:7]
1437,[CH3:1][CH:2][N:3]([CH2:4][CH2:5][C:6](=[O:7])[OH:8])[N:9]=[O:10]
1438,[OH:9][C:10]1([CH:11]2[CH2:12][CH2:13]2)[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1
1439,[CH3:11][CH2:12][O:13][N:14]1[C:15]=[CH:16][CH2:17][C:18]1=[O:19]
1440,[O:1]=[C:2]1[CH:3]=[CH:4][CH:5][C:6]1=[O:7]
1441,[CH2:1]=[C:2]([CH2:3][C:4](=[O:5])[OH:6])[C:7](=[O:8])[OH:9]
1442,[CH3:1][CH2:2][CH2:3][CH2:4][C@H:5]([CH2:6])[C@H:7]([CH3:8])[CH2:9][CH3:10]
1443,[OH:10][CH2:11][CH:12]=[C:13]1[CH2:14][CH:15][CH2:16]1
1444,[CH2:1]=[C:2]([CH3:3])/[CH:4]=[C:5](\[CH2:6])[C:7]([CH3:8])=[O:9]
1445,[CH3:1][C:2]1([CH2:3][CH2:4][C:5](=[O:6])[OH:7])[NH:8][NH:9]1
1446,[CH3:11]/[C:12]=[CH:13]/[C:14](=[O:15])[O:16][OH:17]
1447,[CH2:1][O:2][C:3]1=[C:4]([CH3:5])[C:6](=[O:7])[CH2:8][C:9]1=[O:10]
1448,[O:1]=[CH:2]/[CH:3]=[C:4]/[CH2:5][CH2:6][CH:7]=[O:8]
1449,[CH3:1][C:2]1=[C:3]([CH:4]2[CH2:5][CH2:6]2)[CH:7][CH2:8][C:9]1=[O:10]
1450,[CH:1]=[CH:2][C@@H:3]([OH:4])[C@@H:5]1[CH2:6][O:7]1
1451,[CH3:10][c:11]1[o:12][cH:13][cH:14][c:15](=[O:16])[c:17]1[O:18]
1452,[CH2:1]=[C:2]=[C:3]1[CH:4]=[CH:5][C:6]([CH3:7])=[CH:8]1
1453,[CH3:1][C:2]([CH3:3])([CH3:4])[CH2:5][CH:6][CH2:7][C:8]#[N:9]
1454,[CH2:1][CH2:2][c:3]1[cH:4][n:5][c:6]([CH2:7][CH3:8])[o:9]1
1455,[CH:1]#[C:2][CH2:3][CH2:4][C@H:5]([CH3:6])[CH2:7][CH3:8]
1456,[CH2:1]=[CH:2][CH2:3][CH2:4][C:5](=[CH2:6])[C:7]#[N:8]
1457,[NH2:11][NH:12][C:13](=[O:14])[N:15]1[CH2:16][CH2:17][O:18][CH2:19][CH2:20]1
1458,[CH3:11][c:12]1[cH:13][c:14]2[c:15]([c:16](=[O:17])[nH:18]1)[CH:19][CH2:20]2
1459,[O:1]=[C:2]([OH:3])[CH2:4][O:5][CH:6]1[CH2:7][NH:8][CH2:9]1
1460,[CH3:10][O:11][C:12](=[O:13])[C@H:14]1[O:15][C:16]1[C:17]([NH2:18])=[O:19]
1461,[CH2:1]/[CH:2]=[C:3]1/[CH2:4][CH2:5][O:6][C:7]1=[O:8]
1462,[CH3:10][C:11]#[C:12][CH2:13][CH2:14][C@@H:15]([CH3:16])[OH:17]
1463,[CH2:1]=[CH:2][C@H:3]([CH3:4])[NH:5][C:6]([CH3:7])=[O:8]
1464,[CH:7]=[CH:8][C:9](=[CH2:10])[CH2:11][CH2:12][CH2:13][CH2:14][CH:15]=[CH2:16]
1465,[CH3:1][C@H:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][nH:8][c:9]1=[O:10]
1466,[CH2:1]=[CH:2][O:3][C:4](=[O:5])[CH2:6][CH3:7]
1467,[CH2:8][C:9](=[O:10])[C:11]1=[CH:12][CH2:13][C:14]([CH3:15])([CH3:16])[CH2:17]1
1468,[CH3:11][CH2:12][O:13][C:14](=[O:15])/[CH:16]=[CH:17]/[CH2:18][O:19][CH3:20]
1469,[CH3:1][C:2]1=[CH:3][CH2:4][C@:5]([CH3:6])([OH:7])[CH2:8][CH2:9]1
1470,[CH3:9][O:10][C:11]1([CH3:12])[O:13][CH2:14][CH2:15][CH2:16][CH2:17][O:18]1
1471,[CH3:1][CH2:2][CH2:3][CH2:4][O:5][CH2:6][CH3:7]
1472,[CH3:11][C:12]1([CH3:13])[CH2:14][C@:15]12[CH2:16][CH2:17][O:18][C:19]2=[O:20]
1473,[CH2:10]=[C:11]1[CH:12]=[CH:13][C:14](=[CH2:15])[C:16]1=[CH2:17]
1474,[CH3:1][C:2]([CH3:3])([OH:4])[C:5](=[O:6])[CH2:7][NH:8]
1475,[O:1]=[C:2]1[NH:3][N:4]=[C:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C@H:10]12
1476,[CH3:1][NH:2][CH2:3][c:4]1[c:5]([CH3:6])[n:7][o:8][c:9]1[CH2:10]
1477,[CH3:9][C@H:10]([NH2:11])[CH:12]([O:13][CH3:14])[O:15][CH3:16]
1478,[CH:11]1[CH:12]=[N:13][O:14][C@@:15]12[CH2:16][CH2:17][NH:18][CH2:19][NH:20]2
1479,[CH3:11][C:12](=[O:13])[C@@H:14]1[CH2:15][CH:16][CH2:17][C@@H:18]1[CH3:19]
1480,[CH3:1][CH:2][C@@H:3]1[O:4][CH2:5][CH2:6][N:7]1[CH2:8][CH2:9][OH:10]
1481,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[CH:7]=[NH:8]
1482,[CH3:11][C@@H:12]1[CH:13][C:14](=[O:15])[C@H:16]([CH3:17])[CH2:18][O:19]1
1483,[CH3:1][CH:2][C@@H:3]1[CH2:4][C:5](=[O:6])[NH:7][C:8](=[O:9])[NH:10]1
1484,[CH2:1][C:2](=[O:3])[C@H:4]([OH:5])[c:6]1[cH:7][cH:8][cH:9][o:10]1
1485,[CH3:10][CH2:11][C:12]1([C:13](=[O:14])[CH2:15][CH3:16])[CH2:17][CH2:18]1
1486,[NH:10][c:11]1[cH:12][n:13][n:14][c:15]([NH2:16])[cH:17]1
1487,[CH3:1][C:2]1=[CH:3][CH2:4][C@@H:5]2[C@H:6]([CH2:7]1)[C:8]2([CH3:9])[CH3:10]
1488,[CH3:9][c:10]1[c:11][c:12]([CH2:13][NH2:14])[cH:15][o:16]1
1489,[CH3:10][CH2:11]/[CH:12]=[CH:13]/[CH2:14][NH2:15]
1490,[CH3:1][CH2:2][CH2:3][C@@H:4]1[CH:5][CH2:6][CH:7]=[CH:8][C:9]1=[O:10]
1491,[CH3:8][CH2:9][n:10]1[cH:11][n:12][c:13]([C:14]([NH2:15])=[O:16])[cH:17]1
1492,[CH2:1]=[CH:2][C@@H:3]1[CH2:4][CH:5]=[N:6][NH:7]1
1493,[CH3:10][O:11]/[N:12]=[C:13](/[CH3:14])[C@@H:15]([CH3:16])[CH:17]=[CH2:18]
1494,[CH:1]#[C:2][CH:3][CH2:4][C:5]([CH3:6])([CH3:7])[CH2:8][OH:9]
1495,[CH3:1][CH:2]([CH3:3])[N:4]1[CH:5][CH2:6][C:7]([NH2:8])=[N:9]1
1496,[CH3:1][C:2]1=[N:3][C:4](=[C:5]([CH3:6])[CH3:7])[C:8](=[O:9])[O:10]1
1497,[O:11]=[C:12]=[N:13][C@@H:14]1[CH:15][CH2:16][CH2:17][CH2:18][O:19]1
1498,[NH2:1][CH2:2][C:3]1([CH2:4][C:5](=[O:6])[OH:7])[CH2:8][CH2:9]1
1499,[CH2:10]=[CH:11][C@:12]1([CH3:13])[CH2:14][CH2:15][C:16](=[O:17])[O:18]1
1500,[CH2:11][O:12][NH:13][CH2:14][CH2:15][CH:16]([CH3:17])[CH3:18]
1501,[CH2:10][c:11]1[cH:12][cH:13][cH:14][c:15]([CH3:16])[c:17]1[CH2:18][CH3:19]
1502,[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][CH3:8])[n:9][cH:10]1
1503,[CH3:11][CH2:12][O:13][c:14]1[n:15][cH:16][nH:17][c:18]1[CH3:19]
1504,[CH3:10][O:11][CH2:12][c:13]1[n:14][c:15]([CH2:16][NH2:17])[n:18][o:19]1
1505,[OH:11]/[CH:12]=[C:13](/[OH:14])[C@H:15]([OH:16])[C@H:17]([OH:18])[CH2:19][OH:20]
1506,[CH3:1][C:2]1([CH3:3])[C@H:4]([OH:5])[C@:6]1([OH:7])[CH:8]=[O:9]
1507,[CH3:10][N:11]1[N:12]=[C:13]([CH2:14][CH2:15][OH:16])[CH2:17][C:18]1=[O:19]
1508,[CH3:1][CH:2]([CH3:3])[N:4]1[CH:5][CH:6]=[CH:7][C@@H:8]([CH3:9])[O:10]1
1509,[CH3:8]/[CH:9]=[CH:10]/[CH:11]=[CH:12]/[CH2:13][C:14](=[O:15])[O:16][CH3:17]
1510,[OH:1][CH:2]([OH:3])[c:4]1[c:5][cH:6][cH:7][o:8]1
1511,[CH3:11][CH2:12][C@@H:13]1[O:14][C:15]([CH3:16])([CH3:17])[CH2:18][C@@H:19]1[OH:20]
1512,[CH3:1][C@:2]12[CH2:3][CH2:4][CH2:5][C@H:6]([O:7][C:8]1=[O:9])[O:10]2
1513,[NH2:10][C:11](=[O:12])[CH:13][c:14]1[cH:15][cH:16][cH:17][o:18]1
1514,[CH3:1][CH2:2]/[CH:3]=[N:4]/[c:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1
1515,[cH:11]1[cH:12][cH:13][c:14]2[cH:15][cH:16][cH:17][cH:18][n:19]12
1516,[O:1]=[C:2]1[CH2:3][CH2:4][CH:5][CH2:6]/[C:7]1=[N:8]/[OH:9]
1517,[CH3:11][N:12]1[CH2:13][C@H:14]([NH2:15])[CH2:16][C@@H:17]1[CH2:18][OH:19]
1518,[CH3:10][N:11]1[CH2:12][CH2:13][O:14][N:15]([CH3:16])[C:17]1=[O:18]
1519,[CH2:9]=[C:10][N:11]([CH:12]=[O:13])[CH2:14][OH:15]
1520,[CH3:1][C@H:2]([O:3])[CH2:4][CH2:5][NH:6][CH2:7][CH2:8][OH:9]
1521,[CH3:1]/[CH:2]=[C:3](/[CH2:4])[CH2:5][C:6](=[O:7])[O:8][CH3:9]
1522,[CH3:11][c:12]1[n:13][n:14]([CH3:15])[cH:16][c:17]1[CH:18]=[CH2:19]
1523,[CH2:11]1[CH2:12][N:13]=[CH:14][CH:15]=[CH:16][NH:17]1
1524,[CH3:1][C@@H:2]1[CH2:3][CH:4][C@@:5]1([NH2:6])[C:7]([NH2:8])=[O:9]
1525,[CH2:1]/[C:2]([CH2:3][OH:4])=[N:5]\[CH2:6][CH2:7][OH:8]
1526,[CH3:1][C:2](=[O:3])[C@@H:4]1[CH2:5][C:6]2[CH:7]=[CH:8][CH2:9][C@H:10]12
1527,[CH3:10][CH2:11][C@:12]1([OH:13])[CH2:14][CH:15][C:16]1=[O:17]
1528,[CH3:1][c:2]1[cH:3][n:4][c:5]([CH2:6][CH2:7][CH:8][NH2:9])[o:10]1
1529,[CH3:11][C:12]1=[CH:13][CH:14][O:15][C@H:16]([CH:17]([CH3:18])[CH3:19])[CH2:20]1
1530,[OH:10][CH2:11][CH2:12][CH2:13][c:14]1[cH:15][n:16][cH:17][nH:18]1
1531,[CH:1]1=[CH:2][O:3][c:4]2[cH:5][n:6][cH:7][cH:8][c:9]2[CH2:10]1
1532,[CH3:1][n:2]1[nH:3][c:4](=[O:5])[c:6][c:7]1[NH2:8]
1533,[CH3:1][C@:2]1([OH:3])[CH2:4][CH2:5][CH2:6][C@@H:7]1[OH:8]
1534,[CH3:1][C:2](=[O:3])[N:4]([CH3:5])[CH2:6][C@H:7]([CH3:8])[OH:9]
1535,[CH3:1][c:2]1[cH:3][c:4](=[O:5])[cH:6][c:7]([CH3:8])[o:9]1
1536,[CH2:10][CH2:11][C:12](=[CH2:13])/[CH:14]=[CH:15]/[CH2:16][CH2:17][CH3:18]
1537,[CH3:9][CH:10]([CH3:11])[O:12][C:13]1=[CH:14][CH2:15][CH2:16][CH2:17][CH2:18]1
1538,[NH2:10][c:11]1[cH:12][n:13][n:14][c:15]([NH2:16])[cH:17]1
1539,[NH2:1][C@@H:2]([CH2:3][OH:4])[CH:5]1[CH2:6][O:7][CH2:8]1
1540,[CH2:10][C:11](=[CH2:12])[C@H:13]1[CH2:14][CH2:15][C:16](=[CH2:17])[C@H:18]1[CH3:19]
1541,[CH3:10][C@@H:11]1[CH2:12][O:13][C@H:14]([CH2:15][CH3:16])[CH2:17][O:18]1
1542,[CH3:1][C@:2]1([CH2:3][OH:4])[O:5][C:6](=[O:7])[NH:8][C:9]1=[O:10]
1543,[CH3:1][CH2:2][C@@H:3]1[CH2:4][C@@H:5]1[CH2:6][C:7](=[O:8])[OH:9]
1544,[CH2:11][C:12]([CH3:13])([CH3:14])[C@@H:15]([CH3:16])[C@H:17]([CH3:18])[OH:19]
1545,[CH3:1][CH2:2][N:3][c:4]1[n:5][cH:6][n:7][cH:8][c:9]1[NH2:10]
1546,[CH3:11][CH2:12][N:13]([O:14])[C:15]([CH3:16])=[O:17]
1547,[CH3:1][C:2]([CH3:3])=[C:4]1[CH:5][N:6]=[N:7][CH2:8]1
1548,[CH3:11][CH2:12][O:13][C:14](=[O:15])/[CH:16]=[C:17]/[CH2:18][O:19][CH3:20]
1549,[CH3:1][C:2]1=[CH:3][NH:4][C@H:5]([OH:6])[NH:7][C@@H:8]1[OH:9]
1550,[CH3:1][C@@H:2]1[CH2:3][O:4][C@:5]([CH3:6])([CH:7]2[CH2:8][CH2:9]2)[O:10]1
1551,[CH2:1]=[C:2]([CH3:3])[CH:4][O:5][C:6](=[O:7])/[CH:8]=[CH:9]/[CH3:10]
1552,[CH3:1][N:2]1[CH2:3][CH2:4][CH:5][N:6]([NH2:7])[CH2:8][CH2:9]1
1553,[CH2:1]=[CH:2][O:3][CH2:4][CH:5][NH:6]/[N:7]=[N:8]/[CH3:9]
1554,[CH3:9][O:10][c:11]1[o:12][cH:13][n:14][c:15]1[C:16]([NH2:17])=[O:18]
1555,[N:10]#[C:11][c:12]1[c:13]([OH:14])[cH:15][cH:16][cH:17][c:18]1[OH:19]
1556,[CH2:1]=[C:2]1[CH2:3][C:4]([CH3:5])([CH3:6])[CH2:7][C@@H:8]2[NH:9][C@H:10]12
1557,[CH:1]=[C:2]1[CH2:3][CH2:4][C@H:5]([C:6](=[CH2:7])[CH3:8])[C@@H:9]1[CH3:10]
1558,[CH3:8][N:9]1[C:10](=[O:11])[CH:12]=[CH:13][C:14]([NH2:15])[C:16]1=[O:17]
1559,[CH3:1][CH2:2][CH2:3][CH2:4][NH:5][C:6](=[O:7])[O:8][CH2:9]
1560,[CH2:1]=[CH:2][C@@H:3]1[C:4](=[CH2:5])[C@H:6]2[CH2:7][CH2:8][C@@H:9]1[CH2:10]2
1561,[CH3:10][C@@H:11]1[O:12][C@@H:13]1[C:14]#[C:15][C:16]([CH3:17])([CH3:18])[OH:19]
1562,[CH3:1][CH2:2]/[CH:3]=[CH:4]/[C:5](=[O:6])/[CH:7]=[CH:8]/[OH:9]
1563,[CH2:1]=[C:2]=[C:3]([O:4][CH3:5])[C@:6]1([CH3:7])[CH:8][O:9]1
1564,[CH3:11][CH:12][CH2:13][NH:14][CH:15]1[CH2:16][CH2:17][NH:18][CH2:19][CH2:20]1
1565,[CH3:9][CH2:10][O:11][C:12]1=[N:13][C:14](=[O:15])[CH:16][O:17]1
1566,[OH:1][CH2:2][C@H:3]1[CH2:4][CH2:5][C@@H:6]([CH2:7][OH:8])[CH2:9]1
1567,[CH3:10][C:11]1=[CH:12]/[C:13](=[C:14]/[NH:15][OH:16])[N:17]=[CH:18]1
1568,[CH3:1][C:2]#[C:3][C@@H:4]1[O:5][C@@H:6]([CH3:7])[C@@H:8]([CH3:9])[O:10]1
1569,[CH3:1][CH2:2][O:3][C@@H:4]1[CH:5][C@H:6]([OH:7])[C:8]1([CH3:9])[CH3:10]
1570,[CH3:1][C:2]1([CH3:3])[CH2:4][C@:5]([CH3:6])([OH:7])[N:8]=[N:9]1
1571,[C:8]1=[C:9]2/[CH2:10][C@H:11]2[CH2:12][CH2:13][NH:14]/[CH:15]=[CH:16]/1
1572,[CH2:1]=[CH:2][C@:3]1([OH:4])[C:5]=[C:6]([CH3:7])[CH2:8][CH2:9][CH2:10]1
1573,[CH3:10][C:11](=[CH2:12])[C@H:13]1[CH2:14][CH2:15][C:16](=[CH2:17])[C@H:18]1[CH3:19]
1574,[CH3:9][NH:10][C:11](=[O:12])[N:13]1[CH:14][CH2:15][CH2:16][NH:17]1
1575,[CH:1]#[C:2]/[CH:3]=[C:4]/[C@H:5]([CH3:6])[CH2:7][C:8]([CH3:9])=[O:10]
1576,[CH3:1][CH2:2][CH2:3][C@@H:4]1[CH2:5][CH:6][O:7][C@@H:8]1[OH:9]
1577,[CH:1]1=[C:2]2[CH2:3][CH2:4][CH:5][C@H:6]([CH2:7][NH:8]1)[NH:9]2
1578,[CH3:1][CH:2][O:3][C:4](=[O:5])[CH2:6][N:7]([CH3:8])[N:9]=[O:10]
1579,[CH2:1][CH2:2][n:3]1[c:4]([O:5][CH3:6])[n:7][nH:8][c:9]1=[O:10]
1580,[CH3:9][NH:10][C:11](=[O:12])[N:13]1[CH2:14][CH2:15][CH2:16][NH:17]1
1581,[NH:10][c:11]1[n:12][n:13][c:14]([C:15](=[O:16])[NH:17][NH2:18])[o:19]1
1582,[c:10]1[n:11][cH:12][cH:13][c:14]2[cH:15][cH:16][n:17][cH:18][c:19]12
1583,[OH:10][CH2:11]/[CH:12]=[C:13]/[C@H:14]([OH:15])[CH2:16][CH2:17][CH2:18][OH:19]
1584,[CH3:1][N:2]1[CH2:3][CH:4][CH2:5][C:6]1([CH3:7])[CH3:8]
1585,[CH2:1]=[C:2]([CH3:3])[C:4](=[O:5])[O:6][CH2:7][CH2:8][NH:9][CH3:10]
1586,[CH3:10][O:11][CH2:12][CH2:13][N:14]1[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]1
1587,[CH3:1][C:2](=[O:3])[O:4][C@H:5]([CH3:6])[CH:7]=[C:8]([CH3:9])[CH3:10]
1588,[CH3:1][C@:2]1([NH2:3])[CH2:4][CH2:5][C@:6]1([CH3:7])[OH:8]
1589,[CH2:10][CH2:11][CH2:12]/[C:13]([NH2:14])=[CH:15]/[C:16]([CH3:17])=[O:18]
1590,[CH3:1][CH2:2][N:3]1[CH:4][N:5]([CH3:6])[CH:7]=[N:8]1
1591,[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2=[C:6]([CH:7][CH2:8][CH2:9]2)[CH2:10]1
1592,[C:11]1=[CH:12][CH2:13][CH2:14][CH:15][CH2:16][CH2:17][CH2:18][CH2:19][CH:20]=1
1593,[CH3:10][C:11](=[O:12])[N:13][c:14]1[n:15][cH:16][cH:17][o:18]1
1594,[CH2:1]=[CH:2][C:3](=[CH2:4])[CH2:5][CH2:6][CH2:7][C:8](=[CH:9])[CH3:10]
1595,[CH2:1]=[C:2]([CH:3]=[O:4])[C@@H:5]([CH3:6])[CH2:7][CH3:8]
1596,[CH3:11][C:12]1([OH:13])[CH2:14][C:15]2([CH:16][NH:17][CH2:18]2)[CH2:19]1
1597,[O:10]=[C:11]1[O:12][CH2:13][C:14]2[CH2:15][CH2:16][C@H:17]12
1598,[CH3:1][C:2]1=[N:3][C@H:4]([CH3:5])[C:6]([CH3:7])=[N:8][NH:9]1
1599,[CH3:11][NH:12][C@H:13]([C:14]#[N:15])[C:16]([CH3:17])([CH3:18])[O:19][CH3:20]
