,smiles
3446,[CH3:11][CH2:12][C@:13]([CH3:14])([NH2:15])[C:16]([NH:17])=[NH:18]
3447,[CH3:11][O:12][C@H:13]([CH2:14][NH:15])[CH:16]1[CH2:17][CH2:18]1
3448,[CH3:1][CH2:2][CH2:3][CH2:4][N:5]([NH:6])[N:7]=[O:8]
3449,[CH3:1][O:2][C@@H:3]1[CH2:4][C:5]2=[C:6]1[CH2:7][CH2:8]2
3450,[CH3:1][O:2]/[CH:3]=[CH:4]/[NH:5][CH2:6][C:7](=[O:8])[OH:9]
3451,[CH3:1][C@@H:2]1[CH2:3][CH2:4][C@H:5]([O:6])[CH2:7][N:8]1[CH3:9]
3452,[CH:10]1=[CH:11][C@@H:12]2[CH2:13][CH:14]=[CH:15][C@H:16]12
3453,[OH:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][O:6][O:7]1
3454,[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[CH2:7][CH2:8]1
3455,[CH3:1][c:2]1[cH:3][cH:4][n:5][c:6]2[c:7]1[CH2:8][CH2:9][O:10]2
3456,[CH2:1][N:2]1[CH2:3][C@H:4]([CH2:5][OH:6])[CH2:7][C:8]1=[O:9]
3457,[c:10]1[cH:11][c:12]2[o:13][cH:14][n:15][c:16]2[cH:17][n:18]1
3458,[CH:1]#[C:2][CH2:3][CH2:4][C@H:5]([CH3:6])[CH:7][CH3:8]
3459,[CH2:11][c:12]1[o:13][nH:14][c:15](=[O:16])[c:17]1[CH2:18][CH2:19][CH3:20]
3460,[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][O:9]1
3461,[CH3:1]/[CH:2]=[CH:3]/[CH:4]=[CH:5]/[CH2:6][O:7][CH2:8][CH2:9][OH:10]
3462,[CH3:1][C@:2]([NH2:3])([OH:4])[c:5]1[cH:6][cH:7][cH:8][nH:9]1
3463,[CH3:1][CH2:2][N:3]([CH2:4][CH2:5][OH:6])[C:7](=[O:8])[OH:9]
3464,[CH3:1][CH:2][CH2:3][CH2:4][C@@H:5]1[CH2:6][O:7][C:8]1=[O:9]
3465,[O:1]=[c:2]1[nH:3][n:4][cH:5][o:6]1
3466,[CH3:10][n:11]1[n:12][cH:13][c:14]([CH:15]=[O:16])[n:17]1
3467,[CH3:1][C@:2]12[CH2:3][CH2:4][CH2:5][C@H:6]([CH2:7]1)[O:8][C:9]2=[O:10]
3468,[CH2:9]/[C:10](=[CH:11]\[O:12][CH3:13])[C:14]([NH2:15])=[O:16]
3469,[CH3:1]/[CH:2]=[CH:3]/[CH:4]=[CH:5]/[CH2:6][O:7][CH2:8][CH:9][OH:10]
3470,[CH3:1][CH2:2][CH2:3]/[CH:4]=[C:5](/[CH3:6])[CH2:7][CH3:8]
3471,[CH3:1][CH2:2][C:3]#[C:4][CH2:5][CH2:6][CH:7]([CH3:8])[CH3:9]
3472,[O:9]=[N:10][N:11]1[CH2:12][CH2:13][CH2:14][C@@H:15]1[OH:16]
3473,[CH3:1]/[CH:2]=[C:3]1/[CH2:4][CH2:5][CH:6]=[C:7]([CH3:8])[CH2:9][CH2:10]1
3474,[CH3:9][C@H:10]([CH2:11][CH2:12][OH:13])[C@@:14]([CH3:15])([OH:16])[CH2:17][CH3:18]
3475,[CH2:9]=[CH:10][C:11]1=[CH:12][C:13]=[CH:14][CH2:15]1
3476,[CH3:1][c:2]1[nH:3][c:4](=[O:5])[c:6]([CH3:7])[n:8][c:9]1[O:10]
3477,[CH3:1][O:2][c:3]1[n:4][nH:5][c:6](=[O:7])[n:8]1[CH3:9]
3478,[CH3:1][C@:2]12[CH:3]=[CH:4][C@H:5]([CH2:6][CH2:7]1)[CH2:8][C:9]2=[O:10]
3479,[CH2:1]1[O:2][CH2:3][C:4]2([CH2:5][NH:6][CH2:7]2)[O:8]1
3480,[CH3:1][CH2:2][CH2:3][C:4]([NH2:5])[c:6]1[n:7][n:8][nH:9][n:10]1
3481,[CH3:1][N:2]([CH3:3])[CH2:4][CH:5][N:6]=[C:7]([NH2:8])[NH2:9]
3482,[CH2:11][C@H:12]([OH:13])[CH2:14][c:15]1[n:16][cH:17][cH:18][n:19]1[CH3:20]
3483,[CH3:11][CH2:12][N:13]([CH3:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1
3484,[CH3:1][C@H:2]([NH2:3])[CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1
3485,[O:1]=[C:2]([OH:3])[CH2:4][C@@H:5]1[O:6][CH2:7][O:8][C:9]1=[O:10]
3486,[O:10][C@@H:11]1[CH2:12][O:13][CH2:14][C@@H:15]1[OH:16]
3487,[CH3:10][O:11][C@@H:12]1[CH2:13][O:14][CH2:15][CH2:16][C@@H:17]1[OH:18]
3488,[CH3:1][N:2]1[CH:3]=[C:4][CH2:5][CH2:6][CH2:7][C:8]1=[O:9]
3489,[CH3:9][C@@H:10]([CH2:11][CH2:12][CH2:13][CH2:14][CH3:15])[C:16]([CH3:17])=[O:18]
3490,[CH3:1][CH2:2][N:3]1[CH2:4][CH2:5][C@H:6]([CH2:7][OH:8])[CH2:9]1
3491,[CH3:9][C@@H:10]1[NH:11][CH2:12][CH2:13][CH2:14][C:15]1=[O:16]
3492,[CH2:1][O:2][C:3]1([C:4]#[N:5])[CH2:6][CH2:7][CH2:8]1
3493,[OH:1][O:2][c:3]1[cH:4][cH:5][nH:6][cH:7]1
3494,[CH3:1][C@H:2]([OH:3])[C@:4]1([CH3:5])[CH:6][CH2:7][NH:8][NH:9]1
3495,[CH2:9]=[CH:10][C@H:11]([OH:12])[C@H:13]([CH3:14])[OH:15]
3496,[O:11]=[CH:12][N:13]1[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]1
3497,[CH2:1]=[C:2]([C:3]=[O:4])[C@@H:5]([CH3:6])[CH2:7][CH3:8]
3498,[N:10]#[C:11][C@@H:12]1[CH2:13][CH:14]=[C:15]([CH:16]=[O:17])[CH2:18][CH2:19]1
3499,[CH3:1][NH:2][CH2:3][c:4]1[n:5][c:6]([CH2:7])[n:8][o:9]1
3500,[CH2:1]=[CH:2][C:3]1=[CH:4][C@H:5]([CH:6]=[CH2:7])[CH2:8][CH2:9][CH2:10]1
3501,[CH3:11][CH2:12][N:13]1[CH2:14][CH2:15][NH:16][CH2:17][C:18]1([CH3:19])[CH3:20]
3502,[CH2:1][c:2]1[cH:3][cH:4][n:5][c:6]2[c:7]1[CH2:8][NH:9][CH2:10]2
3503,[CH:9]1[CH2:10][C@@H:11]2[CH2:12][C@H:13]([O:14]1)[O:15]2
3504,[CH2:1]/[CH:2]=[CH:3]/[CH2:4][C:5]([CH3:6])([CH3:7])[CH:8]=[O:9]
3505,[CH3:1][C@@H:2]1[CH:3][O:4][C@:5]([CH3:6])([CH:7]2[CH2:8][CH2:9]2)[O:10]1
3506,[CH2:11][C:12]1([CH3:13])[C@@H:14]([NH2:15])[C@@H:16]1[NH2:17]
3507,[CH:10]#[C:11][C@H:12]([O:13])[c:14]1[cH:15][cH:16][cH:17][n:18]1[CH3:19]
3508,[CH3:10][CH2:11][O:12][CH:13][CH:14]=[C:15]1[CH2:16][CH2:17][CH2:18]1
3509,[CH3:9][CH2:10][CH2:11][n:12]1[cH:13][c:14]([CH:15][NH2:16])[cH:17][n:18]1
3510,[CH3:11][CH2:12]/[N:13]=[N:14]/[C@@H:15]([CH3:16])[NH:17][N:18]([CH3:19])[CH3:20]
3511,[CH3:1][C@:2]1([OH:3])[C@H:4]([OH:5])[O:6][CH2:7][C@H:8]1[OH:9]
3512,[CH:1]1=[N:2][CH2:3][CH2:4][N:5][NH:6]1
3513,[CH2:11]=[CH:12][C@@H:13]1[CH2:14][N:15]2[C:16](=[O:17])[CH:18][C@@H:19]2[O:20]1
3514,[CH3:1][CH2:2][O:3][C@@H:4]1[C:5]=[CH:6][C:7](=[O:8])[NH:9]1
3515,[OH:1][C:2]1=[CH:3][CH:4]=[CH:5][CH2:6][CH2:7]1
3516,[CH3:1][O:2][CH2:3][c:4]1[n:5][cH:6][c:7][nH:8]1
3517,[CH3:11][O:12][C@@H:13]1[CH2:14][C@H:15]([CH3:16])[CH:17]=[CH:18][O:19]1
3518,[CH3:1]/[C:2](=[CH:3]\[N:4]=[O:5])[NH:6][OH:7]
3519,[CH3:1][CH2:2][c:3]1[cH:4][c:5][nH:6][c:7]1[C:8](=[O:9])[OH:10]
3520,[cH:1]1[cH:2][cH:3][cH:4][nH:5][cH:6][n:7][cH:8][cH:9]1
3521,[CH:9]1[O:10][CH:11]=[CH:12][CH2:13][CH2:14][O:15]1
3522,[CH2:1][C:2]1=[CH:3]/[C:4](=[CH:5]/[NH2:6])[N:7]=[N:8]1
3523,[CH3:11][C:12]1=[N:13][CH2:14][C:15]2=[N:16][NH:17][N:18][C:19]2=[N:20]1
3524,[CH:11]1[CH2:12][CH2:13][CH2:14][O:15][O:16][CH2:17]1
3525,[CH3:1][C@@H:2]1[O:3][CH2:4][C:5]([CH3:6])([CH3:7])[N:8]1[CH3:9]
3526,[OH:11][CH2:12][CH2:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][o:19]1
3527,[CH3:1][CH2:2][CH2:3][C:4]1=[N:5][C:6](=[O:7])[NH:8][CH2:9]1
3528,[NH2:1][CH2:2][C@:3]1([NH2:4])[CH2:5][CH2:6][O:7][CH2:8]1
3529,[CH2:10][C@H:11]1[O:12][C@H:13]1[C:14](=[O:15])[CH:16]([CH3:17])[CH3:18]
3530,[CH3:11][C:12]([CH3:13])/[CH:14]=[CH:15]/[CH2:16][C:17](=[O:18])[OH:19]
3531,[CH2:1]=[CH:2][CH2:3][O:4][C@H:5]([O:6])[CH:7]([CH3:8])[CH3:9]
3532,[CH3:1][C:2](=[O:3])[C@:4]1([CH3:5])[N:6]=[C:7]1[CH2:8]
3533,[CH3:8][CH2:9][N:10]([CH3:11])[C:12](=[O:13])[N:14]([CH3:15])[CH2:16][CH3:17]
3534,[CH2:10][CH2:11][O:12][C:13](=[O:14])/[C:15]([CH3:16])=[CH:17]/[CH2:18][CH3:19]
3535,[CH3:10][O:11][C:12]1([O:13][CH3:14])[CH:15][CH:16]=[C:17]([CH3:18])[O:19]1
3536,[OH:1]/[CH:2]=[CH:3]/[CH:4]=[C:5](/[OH:6])[CH:7]([OH:8])[OH:9]
3537,[O:1]=[CH:2][NH:3][NH:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1
3538,[CH3:1][C:2]1([CH3:3])[CH:4]([C:5]([NH2:6])=[O:7])[C:8]1([CH3:9])[CH3:10]
3539,[CH3:10]/[CH:11]=[CH:12]/[C@H:13]([OH:14])[C:15](=[O:16])[OH:17]
3540,[CH3:10][O:11][C:12](=[O:13])[C@@:14]1([CH3:15])[CH2:16][O:17][CH2:18][O:19]1
3541,[CH2:11][C:12](=[CH2:13])[c:14]1[cH:15][cH:16][cH:17][c:18]([OH:19])[cH:20]1
3542,[CH3:1]/[C:2]=[C:3](\[CH3:4])[C@H:5]([CH3:6])[CH:7]=[O:8]
3543,[NH2:1][C:2](=[O:3])[C@@H:4]1[CH:5]=[CH:6][CH2:7][CH2:8]1
3544,[CH3:11][CH2:12][CH2:13][CH2:14][N:15]1[CH2:16][CH2:17][O:18][CH2:19]1
3545,[CH3:1][C:2]([CH3:3])([NH2:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1
3546,[NH2:1][C:2]1([CH2:3][CH2:4][OH:5])[CH2:6][CH2:7][CH2:8]1
3547,[OH:10][CH2:11][CH:12][CH2:13][c:14]1[cH:15][n:16][cH:17][nH:18]1
3548,[CH3:10][C:11]1([CH:12]=[CH2:13])[O:14][CH2:15][CH2:16][CH2:17][O:18]1
3549,[CH3:1][CH:2]1[CH2:3][CH:4]([N:5]([CH3:6])[CH3:7])[CH2:8]1
3550,[CH3:1]/[CH:2]=[CH:3]\[CH2:4][C:5]([CH3:6])([CH3:7])[OH:8]
3551,[CH3:10][C:11]1=[C:12][CH2:13][C@H:14]([C:15]([CH3:16])([CH3:17])[OH:18])[CH2:19]1
3552,[CH3:1][O:2][CH:3][CH2:4][C:5](=[O:6])[CH:7]=[O:8]
3553,[CH3:11]/[C:12]([OH:13])=[C:14](/[OH:15])[C@@H:16]([CH3:17])[OH:18]
3554,[CH2:9]=[C:10]1[C:11](=[O:12])[CH:13]2[CH2:14][CH2:15][CH:16]1[CH2:17][CH2:18]2
3555,[CH3:8][C:9](=[O:10])[C@H:11]1[CH2:12][C@H:13]([OH:14])[CH2:15][CH2:16][CH2:17]1
3556,[O:1]=[C:2]1[C:3]=[C:4]2[CH:5]=[CH:6][CH:7]=[CH:8][N:9]2[CH2:10]1
3557,[CH3:1][CH2:2][C@H:3]([CH3:4])[N:5][C:6](=[O:7])[C:8]([NH2:9])=[O:10]
3558,[O:10]=[C:11]([OH:12])[CH:13][C@@H:14]1[CH2:15][C:16](=[O:17])[NH:18]1
3559,[CH3:1][C:2]1=[CH:3][C:4](=[O:5])[CH2:6][CH2:7][C@@H:8]1[OH:9]
3560,[CH:1]1=[N:2][N:3]2[CH2:4][CH2:5][CH2:6][CH2:7][C@@H:8]2[CH2:9]1
3561,[CH3:1][c:2]1[n:3][cH:4][c:5]([CH2:6][NH2:7])[cH:8][c:9]1[NH2:10]
3562,[CH3:1][CH2:2][CH2:3][N:4]([CH3:5])[N:6]=[O:7]
3563,[CH3:10][N:11]1[N:12]=[C:13]([CH2:14][CH:15][OH:16])[CH2:17][C:18]1=[O:19]
3564,[CH3:10]/[C:11](=[CH:12]/[C:13]([CH3:14])=[O:15])[NH:16][O:17][CH3:18]
3565,[CH2:1][c:2]1[cH:3][c:4](=[O:5])[cH:6][c:7]([CH3:8])[o:9]1
3566,[CH3:11][c:12]1[c:13]([NH2:14])[cH:15][n:16][cH:17][c:18]1[CH:19]=[O:20]
3567,[OH:1][CH2:2]/[CH:3]=[CH:4]/[c:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1
3568,[CH3:1][CH2:2][C@H:3]([CH3:4])[n:5]1[n:6][cH:7][n:8][n:9]1
3569,[CH2:10]=[C:11][CH2:12][CH2:13][C:14]([CH3:15])([CH3:16])[CH2:17][OH:18]
3570,[CH3:10][C@:11]1([NH2:12])[CH2:13][CH:14]=[CH:15][O:16]1
3571,[CH2:10]=[CH:11][C@H:12]([CH3:13])[CH2:14][CH:15][OH:16]
3572,[CH3:1][NH:2][CH:3]([CH2:4][NH2:5])[CH2:6][NH2:7]
3573,[CH2:11]=[CH:12][CH2:13][C@@H:14]([NH:15][O:16])[C:17](=[O:18])[OH:19]
3574,[CH2:10]1[CH2:11][CH2:12][C@@H:13]2[O:14][NH:15][CH2:16][C@@H:17]2[CH2:18]1
3575,[CH2:10]=[C:11]1[CH2:12][CH2:13][CH2:14][CH2:15][C@@H:16]1[O:17][OH:18]
3576,[CH3:1][C@H:2]([OH:3])[C@@H:4]1[CH2:5][CH:6]=[CH:7][CH2:8][CH2:9]1
3577,[CH3:1][c:2]1[nH:3][nH:4][c:5](=[O:6])[c:7]1[CH:8]=[O:9]
3578,[CH3:1][NH:2][c:3]1[n:4][cH:5][cH:6][cH:7][c:8]1[C:9]#[N:10]
3579,[CH3:1][CH:2]([CH3:3])[N:4]1[CH2:5][O:6][CH2:7][CH2:8][O:9]1
3580,[CH2:1]=[N:2][N:3]([CH3:4])[CH3:5]
3581,[CH3:10][N:11]1[CH:12][CH2:13][C@@H:14]2[CH2:15][CH2:16][CH2:17][C@@H:18]2[CH2:19]1
3582,[CH2:1]=[C:2]1[CH2:3][CH2:4][C@@H:5]2[C@H:6]([CH2:7]1)[C:8]2([CH3:9])[CH3:10]
3583,[CH3:1][C:2](=[O:3])[NH:4][CH2:5][CH:6]1[CH2:7][CH2:8]1
3584,[OH:11][C@@H:12]1[CH2:13][CH2:14][NH:15][CH2:16][C@@H:17]1[OH:18]
3585,[N:1]#[C:2][C@@H:3]1[CH2:4][CH:5][CH2:6][CH2:7][C:8](=[O:9])[NH:10]1
3586,[NH2:10][C:11]1=[N:12][NH:13][CH:14][N:15]1[NH2:16]
3587,[CH3:8][C@@H:9]1[CH2:10][CH2:11][CH2:12][C@H:13]([CH2:14][CH2:15][OH:16])[NH:17]1
3588,[NH2:1][C@@H:2]1[CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[NH:10]1
3589,[CH3:1][O:2][C:3]1=[N:4][O:5][C@H:6]([CH2:7])[CH2:8]1
3590,[CH:11]1=[CH:12][CH2:13][c:14]2[cH:15][cH:16][cH:17][n:18][c:19]2[O:20]1
3591,[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][o:7][c:8]([CH2:9])[n:10]1
3592,[CH3:11][CH2:12][C@H:13]([CH3:14])[c:15]1[cH:16][c:17]([NH2:18])[n:19][nH:20]1
3593,[CH3:1][C:2](=[O:3])[c:4]1[n:5][cH:6][n:7]([CH3:8])[n:9]1
3594,[CH3:1][O:2][C@:3]1([CH2:4][NH2:5])[CH2:6][CH2:7][O:8][CH:9]1
3595,[CH3:1][CH2:2][N:3]([CH2:4][CH2:5][C:6](=[O:7])[OH:8])[N:9]=[O:10]
3596,[cH:11]1[cH:12][cH:13][c:14]2[nH:15][n:16][cH:17][c:18]2[n:19]1
3597,[NH2:11][CH2:12][C:13]#[C:14][CH2:15][NH2:16]
3598,[CH3:1][C:2](=[O:3])[n:4]1[c:5][cH:6][c:7](=[O:8])[cH:9][cH:10]1
3599,[CH3:11][C@H:12]1[CH:13]=[CH:14][CH2:15][CH:16]=[CH:17][CH2:18]1
3600,[CH3:1][CH2:2][C@H:3]([CH3:4])/[CH:5]=[CH:6]/[C:7](=[O:8])[O:9][CH3:10]
3601,[CH2:1][C@H:2]1[CH2:3][C@@H:4]([CH3:5])[C@@H:6]([CH3:7])[CH2:8][C@H:9]1[CH3:10]
3602,[CH3:9][C:10]1([CH3:11])[CH2:12][CH2:13][CH2:14][C@H:15]([OH:16])[CH2:17]1
3603,[CH3:10][N:11]([CH3:12])[C:13]1=[CH:14][CH:15]=[C:16]=[N:17][CH:18]=[CH:19]1
3604,[O:11]=[CH:12][CH2:13][CH:14]=[C:15]1[CH2:16][CH2:17]1
3605,[CH3:11]/[C:12](=[N:13]\[OH:14])[C:15](=[CH2:16])[CH2:17][CH3:18]
3606,[CH3:8][CH:9]([CH3:10])[C@@H:11]1[N:12][C:13](=[O:14])[C:15]1([CH3:16])[CH3:17]
3607,[CH3:11]/[CH:12]=[CH:13]/[C:14](=[O:15])[O:16][OH:17]
3608,[O:11]=[C:12]1[NH:13][CH2:14][C:15]2=[N:16][NH:17][NH:18][C:19]2=[N:20]1
3609,[CH3:10][c:11]1[cH:12][c:13]2[c:14]([nH:15]1)[CH:16][CH2:17][CH2:18][CH2:19]2
3610,[CH3:10][CH:11][O:12][CH2:13][CH2:14][OH:15]
3611,[CH3:11][C@@H:12]1[CH2:13][CH2:14][C@@H:15]2[NH:16][NH:17][NH:18][C@@H:19]2[CH2:20]1
3612,[CH3:11][C:12]1=[C:13]([CH3:14])[CH2:15][C@@H:16]([CH2:17][OH:18])[O:19][CH2:20]1
3613,[CH3:1][CH2:2][O:3][C@@H:4]1[CH2:5][CH2:6][CH:7]=[C:8]([CH3:9])[O:10]1
3614,[CH3:10][C:11]1=[C:12]([CH3:13])[CH2:14][NH:15][CH2:16][CH:17]1
3615,[CH3:1][C@:2]1([NH2:3])[CH2:4][CH2:5][C@@:6]1([CH3:7])[NH2:8]
3616,[CH3:7][CH:8][CH2:9][CH2:10][NH:11][CH2:12][C@@H:13]1[CH2:14][O:15]1
3617,[CH3:11][C:12]([CH3:13])([CH3:14])[C@@H:15]1[CH:16]=[CH:17][O:18][CH2:19][CH2:20]1
3618,[CH3:10][CH2:11][C:12]1([CH2:13][O:14])[CH2:15][CH2:16]1
3619,[CH3:1][CH:2]([CH3:3])[N:4]1[CH2:5][C:6](=[O:7])[C@@H:8]1[CH3:9]
3620,[CH3:10][C@@H:11]1[CH2:12][NH:13][C:14](=[O:15])[N:16]1[CH3:17]
3621,[CH3:9]/[C:10]([NH2:11])=[N:12]\[c:13]1[cH:14][n:15][cH:16][cH:17][n:18]1
3622,[CH3:8][C@@H:9]1[C:10]2=[C:11]([CH2:12][CH:13][CH2:14]2)[C@@H:15]1[CH3:16]
3623,[CH3:1][CH2:2][CH2:3][C:4]([CH3:5])=[C:6]([CH3:7])[CH3:8]
3624,[CH3:11][CH2:12][CH2:13][n:14]1[c:15]([CH3:16])[cH:17][o:18][c:19]1=[O:20]
3625,[CH3:11][C:12](=[CH2:13])[C:14](=[O:15])[N:16]([CH3:17])[O:18][CH3:19]
3626,[CH:9]#[C:10][C@H:11]1[C@@H:12]2[CH:13]=[CH:14][C@H:15]1[CH2:16][C@@H:17]2[OH:18]
3627,[CH3:9][C@@H:10]1[CH2:11][NH:12][CH2:13][N:14]1[CH3:15]
3628,[CH2:1]=[CH:2][CH2:3][O:4][CH2:5][C:6]([CH3:7])([CH3:8])[CH2:9][OH:10]
3629,[CH2:1][C@H:2]([NH2:3])[C@@H:4]1[CH2:5][C@@H:6]1[CH3:7]
3630,[CH3:1][C:2]1([CH3:3])[CH2:4][CH:5]=[CH:6][C@H:7]([OH:8])[C@@H:9]1[OH:10]
3631,[CH3:11][N:12]1[CH2:13][CH2:14][C:15]([NH2:16])=[C:17]([C:18]#[N:19])[CH2:20]1
3632,[O:1]=[CH:2][N:3][NH:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1
3633,[CH2:9][C:10]([CH3:11])([CH3:12])/[N:13]=[C:14](\[NH2:15])[NH:16][OH:17]
3634,[OH:1][CH2:2][CH2:3][CH2:4][n:5]1[cH:6][cH:7][n:8][n:9]1
3635,[CH3:1][CH2:2][N:3]1[CH2:4][CH2:5][CH2:6][CH:7][N:8]1[CH3:9]
3636,[CH3:1][C:2](=[O:3])[N:4][n:5]1[cH:6][cH:7][cH:8][c:9]1[CH3:10]
3637,[CH2:1][n:2]1[n:3][n:4][c:5]([C:6](=[O:7])[OH:8])[n:9]1
3638,[CH2:9]1[CH2:10][C@H:11]2[CH2:12][CH2:13][NH:14][CH2:15][C@@H:16]1[O:17]2
3639,[OH:10][CH2:11][CH2:12][c:13]1[n:14][cH:15][n:16][cH:17][n:18]1
3640,[CH2:1]1[CH2:2][NH:3][C@@H:4]2[CH2:5][NH:6][CH2:7][C@@H:8]2[CH2:9]1
3641,[CH2:10]=[C:11]([CH2:12][NH2:13])[C:14](=[CH2:15])[CH2:16][NH2:17]
3642,[CH2:9]=[CH:10][CH2:11][NH:12][c:13]1[n:14][cH:15][cH:16][nH:17]1
3643,[NH2:1][n:2]1[cH:3][n:4][c:5]2[n:6][cH:7][n:8][cH:9][c:10]12
3644,[CH:8]=[C:9]1[C@H:10]2[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][C@@H:16]12
3645,[CH:1]1=[CH:2][NH:3][C@@H:4]2[CH2:5][C@@H:6]2[N:7]=[CH:8]1
3646,[CH3:8][C@@H:9]1[CH2:10][CH2:11][CH2:12][CH2:13]/[C:14]1=[N:15]/[OH:16]
3647,[CH3:1][O:2][C@@:3]12[CH2:4][CH2:5][C:6]1[C@H:7]([OH:8])[CH2:9][O:10]2
3648,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][nH:6][c:7]1[C:8](=[O:9])[OH:10]
3649,[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[O:7][CH:8][C:9]1=[O:10]
3650,[CH3:1][CH:2][c:3]1[n:4][cH:5][c:6]([CH3:7])[o:8]1
3651,[CH3:10][N:11]1[CH2:12][CH:13][C:14]12[CH2:15][NH:16][CH2:17]2
3652,[CH3:1][CH2:2][C:3]1[CH2:4][N:5]=[C:6]([NH2:7])[C@@H:8]1[CH3:9]
3653,[CH:11]=[CH:12][C@@H:13]1[CH2:14][C@@H:15]1[CH:16]=[CH2:17]
3654,[CH3:11][c:12]1[cH:13][nH:14][c:15](=[O:16])[c:17]([CH2:18][OH:19])[cH:20]1
3655,[CH3:1][C@@H:2]1[CH2:3][O:4][CH2:5][CH2:6][NH:7]1
3656,[C:11]1=[CH:12][N:13]2[CH:14]=[CH:15][CH:16]=[CH:17][C:18]2=[CH:19][CH2:20]1
3657,[CH2:1][c:2]1[n:3][c:4]2[cH:5][cH:6][cH:7][n:8][c:9]2[o:10]1
3658,[O:1]=[C:2]1[NH:3][C:4](=[O:5])[C@H:6]([NH:7][OH:8])[NH:9]1
3659,[O:10]=[C:11]([OH:12])[C:13]12[CH2:14][CH:15]1[CH2:16]2
3660,[CH2:10][C:11]1([CH:12]=[CH2:13])[O:14][CH2:15][CH2:16][CH2:17][O:18]1
3661,[CH2:11]=[CH:12][CH2:13][O:14][O:15][C:16]([CH3:17])([CH3:18])[CH3:19]
3662,[O:1][CH2:2][CH2:3][O:4][CH2:5][CH2:6][OH:7]
3663,[CH3:1]/[C:2]([CH2:3][CH:4]([CH3:5])[CH3:6])=[N:7]/[OH:8]
3664,[CH3:1][CH2:2][CH:3][C:4](=[NH:5])[O:6][CH2:7][CH3:8]
3665,[CH3:1]/[CH:2]=[N:3]/[N:4]=[C:5]/[CH2:6][CH3:7]
3666,[CH3:1][CH2:2][CH2:3][CH2:4]/[N:5]=[N:6]/[CH2:7]
3667,[OH:11][CH2:12][CH2:13][CH2:14][c:15]1[cH:16][cH:17][c:18][o:19]1
3668,[CH3:9][C@H:10]([C:11]=[O:12])[CH2:13][OH:14]
3669,[O:10]=[C:11]1[N:12]=[CH:13][N:14]=[C:15]2[CH:16][CH2:17][CH2:18][C@H:19]12
3670,[CH3:11]/[CH:12]=[CH:13]/[O:14][CH2:15]/[CH:16]=[CH:17]/[CH3:18]
3671,[CH2:1]=[C:2]([CH3:3])[C@:4]1([OH:5])[CH2:6][CH2:7][CH2:8][C:9]1=[O:10]
3672,[CH2:1]=[CH:2][c:3]1[n:4][n:5][n:6][n:7]1[CH3:8]
3673,[CH:1]1=[CH:2][C@H:3]([C@@H:4]2[CH:5]=[CH:6][CH2:7][CH2:8]2)[CH2:9][CH2:10]1
3674,[CH3:10][C@H:11]([OH:12])[n:13]1[cH:14][cH:15][n:16][cH:17]1
3675,[CH3:1][N:2]([CH3:3])[C@@H:4]1[CH:5]=[CH:6][C@H:7]([CH:8]=[O:9])[O:10]1
3676,[CH3:11][C@H:12]([O:13])[O:14][OH:15]
3677,[NH2:11][C:12](=[O:13])[C:14]1=[CH:15][CH:16][NH:17][CH:18]=[CH:19]1
3678,[CH3:1][CH2:2][NH:3][n:4]1[cH:5][cH:6][c:7]([NH2:8])[cH:9]1
3679,[CH3:10][O:11][C:12](=[O:13])[C:14]12[CH2:15][CH:16]([CH2:17][NH:18]1)[CH2:19]2
3680,[CH3:10][C@@H:11]1[O:12][CH2:13][C@H:14]([OH:15])[C:16]1=[O:17]
3681,[CH2:1]=[CH:2][C@@H:3]1[C:4]=[CH:5][C:6](=[O:7])[O:8]1
3682,[CH2:1]=[CH:2][C@H:3]([OH:4])[C@H:5]([OH:6])/[CH:7]=[CH:8]/[CH3:9]
3683,[CH2:9]=[CH:10][CH2:11][O:12][CH2:13][C:14]1[CH2:15][CH2:16]1
3684,[CH3:10][N:11]1[CH2:12][C@H:13]([CH2:14][NH:15])[O:16][C:17]1=[O:18]
3685,[O:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][C@H:6]([OH:7])[O:8]1
3686,[OH:9][CH2:10][C@H:11]([OH:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][n:18]1
3687,[CH2:11][C:12](=[O:13])[C@@H:14]([CH3:15])[NH:16][CH2:17][CH2:18][CH3:19]
